Tên dự án,Giá,Diện tích,Phòng ngủ,Phòng vệ sinh,Vị trí,Địa chỉ chi tiết
Bán Shophouse đang có HĐ thuê 90tr/1 tháng. Sở hữu lâu dài ngay trung tâm Vũng Tàu. LH:0707 520 ***,28 tỷ,400 m²,2,3,"Vũng Tàu, Bà Rịa Vũng Tàu","Vung Tau Centre Point, Nguyễn Hữu Cảnh, Nguyễn An Ninh, Vũng Tàu, Bà Rịa Vũng Tàu"
"Hạ 3,05tỷ HXH Thống Nhất, P10, GV","3,05 tỷ",33 m²,2,2,"Gò Vấp, Hồ Chí Minh","Đường Thống Nhất, Phường 10, Gò Vấp, Hồ Chí Minh"
"[SIÊU PHẨM VIP 4 TẦNG, 5x20m] - MẶT TIỀN KINH DOANH TRUNG TÂM QUẬN 8, KHU VỰC HIẾM NHÀ BÁN, 21 TỶ",21 tỷ,100 m²,Không có thông tin,Không có thông tin,"Quận 8, Hồ Chí Minh","Đường Dương Quang Đông, Phường 5, Quận 8, Hồ Chí Minh"
Lô đất duy nhất - Bán 1ha đất mặt tiền biển Long Hải,70 tỷ,10.000 m²,Không có thông tin,Không có thông tin,"Long Điền, Bà Rịa Vũng Tàu","Thị trấn Long Hải, Long Điền, Bà Rịa Vũng Tàu"
"Chính chủ bán căn hộ Lumière Evergreen, KĐT Vinhome Smartcity - Liên hệ: Hà Trâm - 0902 136 ***","4,5 tỷ",53 m²,2,2,"Nam Từ Liêm, Hà Nội","Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
"Chính chủ bán 2,682 m2 (300m2 thổ cư) đất mặt tiền đường nhựa Phạm Thị Liền, Thái Mỹ, Củ Chi","26,82 tỷ",2.682 m²,Không có thông tin,Không có thông tin,"Củ Chi, Hồ Chí Minh","Đường Phạm Thị Liền, Xã Thái Mỹ, Củ Chi, Hồ Chí Minh"
"Bán Gấp!! Duy Nhất Căn 1PN, Mã WH07 55m2 tại Giá 6 tỷ Còn Thương Lượng, LH Em Việt",6 tỷ,55 m²,1,Không có thông tin,"Bình Thạnh, Hồ Chí Minh","Dự án Sunwah Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh"
Chuyên giỏ hàng giá tốt tại lavida Vũng Tàu. Sở hữu ngay chỉ 4 tỷ 9 ( Bao thuế phí sang nhượng),"4,9 tỷ",76 m²,Không có thông tin,Không có thông tin,"Vũng Tàu, Bà Rịa Vũng Tàu","La Vida Residences, 3/2, 12, Vũng Tàu, Bà Rịa Vũng Tàu"
"Bán Đất 2 Mặt Tiền ( QH 3 mặt tiền ) Phú Hữu, Q9 cũ",39 tỷ,3.348 m²,Không có thông tin,Không có thông tin,"Quận 9, Hồ Chí Minh","Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Bán nền đường 14m khu dân cư Ngân Thuận giá 1.9 tỷ,"1,9 tỷ",125 m²,Không có thông tin,Không có thông tin,"Bình Thủy, Cần Thơ","Dự án Stella Mega City, Phường Bình Thủy, Bình Thủy, Cần Thơ"
"Chính chủ cần bán BT Đồi Legacy Hill. Giá bán cắt lỗ 7 tỷ. DT: 350m2, gần hồ cá koi. LH: 0964 588 ***",7 tỷ,350 m²,Không có thông tin,Không có thông tin,"Lương Sơn, Hòa Bình","Dự án Legacy Hill, Xã Tân Vinh, Lương Sơn, Hòa Bình"
BÁN BIỆT THỰ SONG LẬP MẶT HỒ - KĐT MỚI CẦU BƯƠU - 0849 078 ***,Giá thỏa thuận,120 m²,Không có thông tin,Không có thông tin,"Thanh Trì, Hà Nội","Khu đô thị mới Cầu Bươu, Tân Triều, Thanh Trì, Hà Nội"
"Hạ giá bán nhanh 2PN 2WC Vinhomes Central Park, căn góc view đẹp lung linh","7,05 tỷ",74 m²,2,2,"Bình Thạnh, Hồ Chí Minh","Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh"
"Bán đất 90 m2 KDC Thuận Việt, phường Tăng Nhơn Phú B, TP. Thủ Đức, TP. HCM.","7,65 tỷ",90 m²,Không có thông tin,Không có thông tin,"Thủ Đức, Hồ Chí Minh","Phường Tăng Nhơn Phú B, Thủ Đức, Hồ Chí Minh"
"Bán Gấp căn Nhà siêu hiếm Minh Khai, Quận Hai bà trưng 18/22m2 x 5Tầng mặt tiền 3.6m","3,6 tỷ",18 m²,3,Không có thông tin,"Hai Bà Trưng, Hà Nội","Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội"
"Tôi là chủ lô đất 3 mặt tiền với diện tích 2,700m2 tại đường Nguyễn An Ninh, phê duyệt xây 25 tầng",243 tỷ,2.700 m²,Không có thông tin,Không có thông tin,"Liên Chiểu, Đà Nẵng","Đường Nguyễn An Ninh, Phường Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng"
"Bán nhà Minh Khai gần phố oto 80m, 35m 5tầng giá 5,98tỷ","5,98 tỷ",35 m²,4,4,"Hai Bà Trưng, Hà Nội","Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội"
"Hàng hiếm nhà 4 tầng, DT 40m2 Vân Canh cách 100 nhà ra đường 422B cách Mỹ Đình 4.5km","5,35 tỷ",40 m²,4,4,"Hoài Đức, Hà Nội","Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội"
Bán nhà riêng chính chủ Nguyễn Chính - Hoàng Mai oto tránh kinh doanh nhà đẹp 59m2 x5T,Giá thỏa thuận,59 m²,5,5,"Hoàng Mai, Hà Nội","Đường Nguyễn Chính, Phường Thịnh Liệt, Hoàng Mai, Hà Nội"
"Ngôp nặng, chủ bán lỗ 1tỷ đất 3MT full thổ ngay chung Cư Moolight Đặng Văn Bi. DT 103m2(5.2x20)","7,5 tỷ",103 m²,Không có thông tin,Không có thông tin,"Thủ Đức, Hồ Chí Minh","Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh"
"Nhà mới Tân Phú đường Bờ Bao Tân Thắng, đối diện TTTM Aeon Mall Tân Phú 4m*14m - 5tầng- hẻm nhựa 6m","7,89 tỷ",56 m²,5,6,"Tân Phú, Hồ Chí Minh","Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
"Bán nhà 2 mặt tiền trước sau đường Lũy Bán Bích, 8x25m, cấp 4, giá 38 tỷ",38 tỷ,198 m²,2,2,"Tân Phú, Hồ Chí Minh","Đường Lũy Bán Bích, Phường Tân Thành, Tân Phú, Hồ Chí Minh"
"Cần bán 2 lô đất liền kề mặt tiền đường Đổ Bá, khu phố đi bộ An Thượng",51 tỷ,180 m²,Không có thông tin,Không có thông tin,"Ngũ Hành Sơn, Đà Nẵng","Đường Đỗ Bá, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng"
"Bán đất nền King Hill, đối diện Eco Retreat 220ha - Long An, chiết khấu 12%, sổ sẵn, 2Tỷ-2.2Tỷ/Nền.","2,16 tỷ",90 m²,Không có thông tin,Không có thông tin,"Bến Lức, Long An","Dự án King Hill Residences, Xã Thanh Phú, Bến Lức, Long An"
"Bán nhà 4 tầng hiện đại, thoáng mát - đối diện công viên, Phú Xuân, Nhà Bè",20 tỷ,200 m²,6,Không có thông tin,"Nhà Bè, Hồ Chí Minh","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh"
"Mở bán 30 lô đất dịch vụ xã Song Phương tháng 3 sổ đỏ pháp lý rõ ràng, LH: 0902 866 ***",Giá thỏa thuận,72 m²,Không có thông tin,Không có thông tin,"Hoài Đức, Hà Nội","Đường Đại lộ Thăng Long, Xã Song Phương, Hoài Đức, Hà Nội"
"Mở bán 30 lô đất dịch vụ xã Song Phương tháng 3 sổ đỏ pháp lý rõ ràng, LH: 0902 866 ***",Giá thỏa thuận,72 m²,Không có thông tin,Không có thông tin,"Hoài Đức, Hà Nội","Đường Đại lộ Thăng Long, Xã Song Phương, Hoài Đức, Hà Nội"
"Bán đất siêu hời tại An Thượng, Hoài Đức, Hà Nội, 125 triệu/m2, 100m2","12,5 tỷ",100 m²,Không có thông tin,Không có thông tin,"Hoài Đức, Hà Nội","An Thượng, Hoài Đức, Hà Nội"
"Bán nhà 5 tầng hẻm nhựa 6m diện tích 5x15m CN 78m2 ngay CMT8, P15, Quận 10","13,6 tỷ",78 m²,4,6,"Quận 10, Hồ Chí Minh","Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh"
"Cần bán 72m2 đất đẹp Cửu Việt, Trâu Quỳ, Gia Lâm giá 8,4 tỷ ô tô vào nhà vừa để ở + kinh doanh","8,4 tỷ",72 m²,Không có thông tin,Không có thông tin,"Gia Lâm, Hà Nội","Trâu Quỳ, Gia Lâm, Hà Nội"
"Bán khách sạn hướng tây, Visip1 - Bình Dương, thu nhập 110tr/tháng. Dt sàn 1200m2, view đẹp Hot./","22,5 tỷ",200 m²,26,26,"Thuận An, Bình Dương","Đường D32, Phường An Phú, Thuận An, Bình Dương"
Bảng giá căn hộ Diamond Riverside 2025 cần bán (cam kết không kê giá) LH: 0936 496 *** Kim Dung,"2,65 tỷ",74 m²,2,2,"Quận 8, Hồ Chí Minh","Diamond Riverside, 1646A, Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh"
"Đất mặt tiền TL39, DT 9,6x25m. Chỉ 4.86 tỷ. Đường thông ô tô né nhau","4,86 tỷ",250 m²,Không có thông tin,Không có thông tin,"Quận 12, Hồ Chí Minh","Đường Thạnh Lộc 39, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
"Bán nhà mặt phố quận Hoàng Mai, 290m2 8x tỷ, 3 mặt tiền 15m, to đẹp nhất phố, sẵn thuê 300 triệu/th","85,5 tỷ",290 m²,68,50,"Hoàng Mai, Hà Nội","Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội"
"Bán căn hộ chính chủ 2PN, 3PN chung cư Hoàng Thành Pearl - giá tốt, hỗ trợ A - Z, LH 0989 324 ***","5,9 tỷ",80 m²,2,2,"Nam Từ Liêm, Hà Nội","Hoàng Thành Pearl, Số 55, Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội."
Mở bán 20 lô đất còn sót lại Tấn Đức. Giá rẻ nhất thị trường,Giá thỏa thuận,100 m²,Không có thông tin,Không có thông tin,"Phổ Yên, Thái Nguyên","Tấn Đức Central Park, 47, Đồng Tiến, Phổ Yên, Thái Nguyên"
"HIẾM, VỊ TRÍ TRUNG TÂM HOÀNG DIỆU 2 - CHDV 4 TẦNG (5x30) HẺM THÔNG ĐH SƯ PHẠM, DÒNG TIỀN 60 TRIỆU",15 tỷ,150 m²,7,4,"Thủ Đức, Hồ Chí Minh","Đường Hoàng Diệu, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh"
"Khu vip Elysia sông Hàn, giá 7.7 tỷ: 0905 822 *** có hỗ trợ vay","7,5 tỷ",96 m²,6,6,"Hải Châu, Đà Nẵng","Dự án Elysia Complex City, Đường Nguyễn Thi, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng"
Giỏ hàng căn hộ The Western Capital Quận 6,"2,85 tỷ",68 m²,2,2,"Quận 6, Hồ Chí Minh","The Western Capital, 116, Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Hồ Chí Minh"
"Cần bán gấp nhà phố Láng Hạ, 60m2, mặt tiền 4,4m giá sốc 15,35 tỷ","15,35 tỷ",60 m²,Không có thông tin,Không có thông tin,"Đống Đa, Hà Nội","Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội"
Nhà phố 4m x 14m. Xây 1 lửng 3 lầu full nội thất 1/ hẻm 9m thông Trần Thị Hè (HT42),"5,5 tỷ",54 m²,4,5,"Quận 12, Hồ Chí Minh","Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Hồ Chí Minh"
"Phải rất nhanh mới kịp, siêu phẩm Hoàng Cầu, Nguyễn Phúc Lai, 1 nhà ra mặt phố dự qh xong ra MP.","20,9 tỷ",75 m²,4,5,"Đống Đa, Hà Nội","Phố Nguyễn Phúc Lai, Phường Trung Liệt, Đống Đa, Hà Nội"
"Hạ sốc 1 tỷ, bán nhanh nhà mặt ngõ Tôn Thất Tùng, kinh doanh, khu vực đông sinh viên, tầm tiền hiếm","3,9 tỷ",20 m²,4,4,"Đống Đa, Hà Nội","Đường Tôn Thất Tùng, Phường Khương Thượng, Đống Đa, Hà Nội"
Bán căn hộ Sky Garden Quận 7 - ngân hàng hỗ trợ cho vay lên đến 70% - nhận nhà ở ngay,"5,05 tỷ",72 m²,2,2,"Quận 7, Hồ Chí Minh","Dự án Sky Garden 3, Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Hồ Chí Minh"
"Chuyển nhượng căn hộ Eco Xuân giá tốt nhất 1PN 1 tỷ 28, 2PN 1 tỷ 7, 3PN 1.9tỷ. LH 0901 018 ***","1,7 tỷ",74 m²,2,2,"Thuận An, Bình Dương","Eco Xuân, Đường Quốc Lộ 13, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương"
"Hot Bán nhà đường ô tô, 5,5x13m, P. Bình Trưng Tây, Hỗ trợ ngân hàng",6 tỷ,75 m²,Không có thông tin,Không có thông tin,"Quận 2, Hồ Chí Minh","Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
"Hàng Vip, Bán toà căn hộ phố tây hẻm ô tô Nguyễn Thiện Thuật, 50m2 co 6 căn hộ giá 10,5 tỷ","10,5 tỷ",50 m²,6,6,"Nha Trang, Khánh Hòa","Phố Nguyễn Thiện Thuật, Phường Lộc Thọ, Nha Trang, Khánh Hòa"
"Tôi chính chủ cần bán trong tháng 2 căn hộ 3PN 2PN view cực thoáng chung cư Mỹ Đình Pearl giá 7,6tỷ","7,6 tỷ",94 m²,3,2,"Nam Từ Liêm, Hà Nội","Mỹ Đình Pearl, Phú Đô, Nam Từ Liêm, Hà Nội"
"Bán Đất TO Giá Rẻ, có sẵn phòng trọ cho thuê ở HBC Thủ Đức",22 tỷ,222 m²,8,8,"Thủ Đức, Hồ Chí Minh","Đường 16, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh"
"Siêu phẩm lô góc 71.2m Đại Bằng Nguyên Khê, đường thông 4m, 50m ra bìa làng ô tô tránh",Giá thỏa thuận,"71,2 m²",Không có thông tin,Không có thông tin,"Đông Anh, Hà Nội","Đường Nguyên Khê, Xã Nguyên Khê, Đông Anh, Hà Nội"
"Nhà mặt tiền Chợ, mặt tiền lớn 6,5m thuận tiện kinh doanh, vị trí đắc địa, đầu tư lâu dài.",15 tỷ,"80,8 m²",6,7,"Tân Phú, Hồ Chí Minh","Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh"
"Chính chủ gửi bán nhà Tây Mỗ, cực rẻ, dân xây 52m2 xây 4 tầng giá 6 tỷ - 0862 614 ***",6 tỷ,52 m²,4,4,"Nam Từ Liêm, Hà Nội","Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
"Mặt tiền 13,5m - Bán nhà mặt phố Bạch Mai 310m2, giá đầu tư, vị trí gần ngã tư Phố Huế, hai thoáng",Giá thỏa thuận,310 m²,Không có thông tin,Không có thông tin,"Hai Bà Trưng, Hà Nội","Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội"
Danh sách các căn biệt thự giá cực tốt đầu tư tại dự án KĐT Quang Minh - ML - HN,"16,1 tỷ",350 m²,6,Không có thông tin,"Mê Linh, Hà Nội","Dự án KĐT Quang Minh, Đường Cao tốc Thăng Long Nội Bài, Thị trấn Quang Minh, Mê Linh, Hà Nội"
Chính thức mở bán đợt cuối block B tầng 7 và 8 anh chị nhanh tay liên hệ để đăng ký lấy căn,"1,15 tỷ",39 m²,1,1,"Quận 2, Hồ Chí Minh","Dự án Thủ Thiêm Green House, Đường Võ Chí Công, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
"Bán nhà biệt thự hàng hiếm tại An Quý Villa - 42,5 tỷ vnd, 198m2 nhà 2 mặt thoáng rẻ hơn CĐT 3 tỷ","42,5 tỷ",198 m²,5,5,"Hà Đông, Hà Nội","Dự án An Quý Villa - KĐT Dương Nội, Phường Dương Nội, Hà Đông, Hà Nội"
"Bán đất tại Biển Làng Chài Mũi Né, giá 4 tỷ, 153m2 thổ cư, đẹp xuất sắc. Sổ sẵn chuyển nhượng ngay",4 tỷ,153 m²,Không có thông tin,Không có thông tin,"Phan Thiết, Bình Thuận","Phường Mũi Né, Phan Thiết, Bình Thuận"
"Bán 10 lô vị trí HOT nhất KĐT FPT Đà Nẵng, sổ đỏ giao ngay, giá tốt đầu tư sinh lời.","4,39 tỷ",102 m²,Không có thông tin,Không có thông tin,"Ngũ Hành Sơn, Đà Nẵng","FPT City Đà Nẵng, Võ Chí Công, Hòa Hải, Ngũ Hành Sơn, Đà Nẵng"
Độc quyền biệt thự song lập phân khu Hoàng Gia - Vũ Yên giá rẻ nhất còn sót lại. HG-278,"14,22 tỷ","188,1 m²",Không có thông tin,Không có thông tin,"Thủy Nguyên, Hải Phòng","Vinhomes Royal Island, Phường Thủy Hà, Thủy Nguyên, Hải Phòng"
Chính chủ cần bán gấp căn 1503 DT 128m2 03 phòng ngủ toà nhà Times Tower giá bán nhanh,Giá thỏa thuận,128 m²,3,2,"Thanh Xuân, Hà Nội","Times Tower Lê Văn Lương, 35, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội"
"Biệt thự tứ lập Ánh Dương Vinhomes Ocean Park 3, mặt tiền 8m, xây 5 tầng, 15,x tỷ, sinh lời ngay","15,59 tỷ",120 m²,9,5,"Văn Giang, Hưng Yên","Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên"
"Bán nhà ngõ 260 Cầu Giấy, ngõ kinh doanh sầm uất, ô tô tải qua, 28m2, 5 tầng sổ đẹp, 7,6 tỷ có giảm","7,6 tỷ",28 m²,4,4,"Cầu Giấy, Hà Nội","Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội"
"Cực hiếm! Bán gấp! Nhà 6,4x13m, 2 tầng, mặt tiền ô tô né nhau chỉ 5, x tỷ (x mầm non mới nhú)","5,1 tỷ",83 m²,3,2,"Quận 9, Hồ Chí Minh","Phường Trường Thạnh, Quận 9, Hồ Chí Minh"
"Xuân Đỉnh - ngõ thông - ô tô chờ thang máy - 2 thoáng nhà đẹp, móng 7 tầng 70m2x 4 tầng, 13.5 tỷ","13,5 tỷ",70 m²,4,4,"Bắc Từ Liêm, Hà Nội","Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội"
MẶT TIỀN NGUYỄN TẤT THÀNH - HÔNG CHỢ PHƯỚC HẢI - RA BÃI TẮM 200M - ĐANG CHO THUÊ THU NHẬP 14TR/TH,8 tỷ,160 m²,Không có thông tin,Không có thông tin,"Long Đất, Bà Rịa Vũng Tàu","Đường Huỳnh Tấn Phát, Thị trấn Phước Hải, Đất Đỏ, Bà Rịa Vũng Tàu"
"Siêu hiếm! bán nhà ngõ Đê La Thành nhỏ 18m2, 4 tầng, ngõ thông, gần phố, giá chỉ 2,5 tỷ","2,5 tỷ",18 m²,2,2,"Đống Đa, Hà Nội","Đường Đê La Thành, Phường Khâm Thiên, Đống Đa, Hà Nội"
"Bán nhà Melosa Garden Khang Điền 5x20m 8.49 tỷ, 6x18m 9.4 tỷ 8x18m 12 tỷ 8x20m 12.2tỷ 0902 442 ***","8,49 tỷ",100 m²,4,4,"Quận 9, Hồ Chí Minh","Melosa Garden, số 222, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Bán Gấp Căn 2pn - Toà Hiyori View siêu đẹp đang cho thuê giá 20tr/tháng,"4,9 tỷ",61 m²,2,2,"Sơn Trà, Đà Nẵng","Hiyori Garden Tower, Đường Võ Văn Kiệt, Phường An Hải Nam, Sơn Trà, Đà Nẵng"
chỉ với 3 tỷ sở hữu căn nhà cấp 4 mặt tiền kinh doanh Vĩnh Thái Nha Trang diện tích 153m2,3 tỷ,153 m²,3,1,"Nha Trang, Khánh Hòa","Xã Vĩnh Thái, Nha Trang, Khánh Hòa"
"Tôi chính chủ cần bán căn 2PN tòa Beverly 1 đẹp nhất phân khu, view trường học, giá tốt.","3,69 tỷ","62,5 m²",2,2,"Gia Lâm, Hà Nội","Xã Đa Tốn, Gia Lâm, Hà Nội"
"Giá rẻ cho những căn hộ tại The Diamond Residence tại 25 Lê Văn Lương: 2PN, 3PN, 4PN",15 tỷ,144 m²,3,3,"Thanh Xuân, Hà Nội","The Diamond Residence, 25, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội"
"Mipeco - KĐT biển đầu tiên ở Nha Trang giá tốt nhất, tiềm năng đầu tư tốt nhất. Pháp lý sổ đỏ","4,5 tỷ",90 m²,Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","Dự án Mipeco Nha Trang, Đường Số 4, Phường Vĩnh Nguyên, Nha Trang, Khánh Hòa"
"Bán Đất Centana City Điền Phúc Thành 164m2 hàng hiếm tại Long Trường, Q9, HCM","6,23 tỷ",164 m²,Không có thông tin,Không có thông tin,"Quận 9, Hồ Chí Minh","Centana City Điền Phúc Thành, Phường Long Trường, Quận 9, Hồ Chí Minh"
NHÀ MP- 4TẦNG 4x23M KINH DOANH-KHU VIP CƯ XÁ NGÂN HÀNG-P TÂN T TÂY- QUẬN 7-SHR- NHỈNH 15T TL,"15,3 tỷ",91 m²,5,4,"Quận 7, Hồ Chí Minh","Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh"
"Bán nhà lầu DT 104m2, 4 tầng tại Trung Mỹ Tây Quận 12","7,99 tỷ",104 m²,5,4,"Quận 12, Hồ Chí Minh","Đường Trung Mỹ Tây 12, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh"
Chỉ 400 triệu sở hữu căn nhà ở The Emerald 68 - Mặt tiền QL 13 với 3 mặt view sông,Giá thỏa thuận,35 m²,1,Không có thông tin,"Thuận An, Bình Dương","Dự án The Emerald 68, Đường Quốc Lộ 13, Phường Vĩnh Phú, Thuận An, Bình Dương"
"Bán nhà đường Lâm Văn Bền (5x18m) 3 tầng, vị trí đắc địa - giá tốt","21,8 tỷ",90 m²,3,3,"Quận 7, Hồ Chí Minh","Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Hồ Chí Minh"
QUẬN BÌNH TÂN NGAY KHU TÊN LỬA 80M2 MẶT TIỀN CÔNG VIÊN GẤP BÁN,"9,9 tỷ",80 m²,3,3,"Bình Tân, Hồ Chí Minh","Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh"
Giá thật! Không đăng ảo! Rổ hàng chuyển nhượng nhà phố biệt thự Swan Bay cập nhật mới nhất T02/2025,"16,5 tỷ",300 m²,3,3,"Nhơn Trạch, Đồng Nai","Dự án Swan Bay, Đường Quốc Lộ 51, Xã Đại Phước, Nhơn Trạch, Đồng Nai"
"Cần bán hơn 500m2 đất phường Bảo Vinh, tp Long Khánh","1,59 tỷ",515 m²,Không có thông tin,Không có thông tin,"Long Khánh, Đồng Nai","Đường Duy Tân, Phường Bảo Vinh, Long Khánh, Đồng Nai"
"Bán Gấp căn nhà siêu lộc Hồ Tùng Mậu, 62m2 x 4 tầng ô tô đỗ cửa, vào nhà thoải mái",11 tỷ,62 m²,4,Không có thông tin,"Nam Từ Liêm, Hà Nội","Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội"
"Chính chủ gửi bán CH 2pn,2wc,dt 67m2, sổ hồng sẳn, nhà mới 100%,ntcb, LH: 0939 495 ***","3,9 tỷ",64 m²,2,2,"Bình Tân, Hồ Chí Minh","The Privia, An Dương Vương, An Lạc, Bình Tân, Hồ Chí Minh"
"Bán đất tại đường 21, Sơn Đông, Sơn Tây, Hà Nội, 2 tỷ, 60m2 chỉ với hot!",2 tỷ,60 m²,Không có thông tin,Không có thông tin,"Sơn Tây, Hà Nội","Đường 21, Xã Sơn Đông, Sơn Tây, Hà Nội"
