Tên dự án,Giá,Diện tích,Phòng ngủ,Phòng vệ sinh,Vị trí,Địa chỉ chi tiết
"Bán nhà Vạn Phúc CiTy Thủ Đức diện tích 5m x 20m, 6 x 17m, 7 x 20m, 9 x 20m giá từ 18 đến 32 tỷ","19,2 tỷ","102,5 m²",Không có thông tin,Không có thông tin,"Thủ Đức, Hồ Chí Minh","Khu đô thị Vạn Phúc City, Quốc Lộ 13, Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
"Cho con học Thụy Sỹ bán 1 căn view đẹp 68m2, 2PN + 1, 2WC 3,6tỷ sổ hồng, ở ngay xem nhà 0909 719 ***","3,6 tỷ",68 m²,3,2,"Bình Tân, Hồ Chí Minh","Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh"
"BÁN NHÀ ĐƯỜNG TRƯỜNG SƠN, P.YÊN THẾ, PKEIKU","7,9 tỷ",637 m²,Không có thông tin,Không có thông tin,"Plei Ku, Gia Lai","Đường Trường Sơn, Phường Yên Thế, Plei Ku, Gia Lai"
"Có Nhà Cấp 4 Tại Nguyên Khê, Đông Anh, Đường Lê Hữu Tựu. 86,4m2 Lô Góc 2 Mặt Tiền. Giá 5,299 tỷ","5,3 tỷ","86,4 m²",Không có thông tin,Không có thông tin,"Đông Anh, Hà Nội","Nguyên Khê, Đông Anh, Hà Nội"
Bán gấp nhà Nguyễn Bỉnh Khiêm ngay Gem Center - DT 12x15m - trệt 3 lầu - cho thuê 105tr/th - 39 tỷ,39 tỷ,170 m²,11,11,"Quận 1, Hồ Chí Minh","Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh"
"Ra nhanh CHCC Gold View Q4 căn đẹp view thoáng mát 2PN2WC 81m Giá THẬT 4,8 tỷ LH: 0944 904 *** Lý","4,8 tỷ",81 m²,2,2,"Quận 4, Hồ Chí Minh","Dự án The Gold View, Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh"
"Bán nhà riêng tại đường hàng cây sà cừ Yên Nghĩa 50m2, giá thỏa thuận, tầng hầm, thang máy 8PN, 8WC",Giá thỏa thuận,50 m²,8,8,"Hà Đông, Hà Nội","Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội"
"Ra nhanh CHCC Gold View Q4 căn đẹp view thoáng mát 2PN2WC 81m Giá THẬT 4,8 tỷ LH: 0944 904 *** Lý","4,8 tỷ",81 m²,2,2,"Quận 4, Hồ Chí Minh","Dự án The Gold View, Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh"
"Bán nhà riêng tại đường hàng cây sà cừ Yên Nghĩa 50m2, giá thỏa thuận, tầng hầm, thang máy 8PN, 8WC",Giá thỏa thuận,50 m²,8,8,"Hà Đông, Hà Nội","Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội"
Vốn nhỉnh 1 tỷ có ngay nhà Vin- ngân hàng hỗ trợ hơn 2 tỷ Chiết khấu như TT sớm LH 0396 369 ***,"3,15 tỷ",75 m²,5,5,"Móng Cái, Quảng Ninh","Vinhomes Golden Avenue Móng Cái, Phường Hải Hòa, Móng Cái, Quảng Ninh"
"Sở hữu ngay căn hộ dòng thu 1,4 tỷ/ năm tại Trâu Quỳ","31,3 tỷ",210 m²,58,58,"Gia Lâm, Hà Nội","Đường Trâu Quỳ, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội"
"Bán nhà 4 tầng, hẻm 5m, Bình Lợi, Phường 13, Bình Thạnh, 70m2, nhỉnh 8 tỷ.","8,9 tỷ",70 m²,5,3,"Bình Thạnh, Hồ Chí Minh","Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh"
CDT MỞ BÁN QUỸ CĂN PENHOUSE DUPLEX DT 160M-190M-230M-270M-350M VIEW HỒ TÂY,36 tỷ,200 m²,4,4,"Tây Hồ, Hà Nội","Heritage West Lake, Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội"
"Nền đất cần bán giá tốt cạnh tranh nhất thị trường 2/2025 dự án ĐH Bách Khoa sổ đỏ Phú Hữu, Quận 9","10,01 tỷ",182 m²,Không có thông tin,Không có thông tin,"Quận 9, Hồ Chí Minh","Dự án Bách Khoa, Đường Đỗ Xuân Hợp, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Bán căn góc 2 mặt tiền đường lớn tổng 540m2 đất giá 95 tỷ,95 tỷ,540 m²,12,12,"Tân Phú, Hồ Chí Minh","Đường Vườn Lài, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh"
Chính chủ bán đất 1ha đất xây nhà xưởng giá rẻ tại KCN Bàu Bàng Bình Dương (76x130m),"41,5 tỷ",10.000 m²,Không có thông tin,Không có thông tin,"Bàu Bàng, Bình Dương","Thị trấn Lai Uyên, Bàu Bàng, Bình Dương"
"Sống Đẳng Cấp Tại Diamond Celadon City - 20% Nhận Nhà, 0% Lãi Suất - Gọi NGAY 0936 459 ***.","6,45 tỷ",86 m²,2,2,"Tân Phú, Hồ Chí Minh","Diamond Centery, N1, Sơn Kỳ, Tân Phú, Hồ Chí Minh"
Nhà Lô Góc Sát Phố Kim Giang Đại Kim Hoàng Mai 51m 10Tỷ 4Tầng Mt6m Ở Sướng Đầu Tư Tốt,10 tỷ,51 m²,4,4,"Hoàng Mai, Hà Nội","Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội"
"Tổng hợp những căn nhà đáng mua nhất tại An Đồng, An Dương, Hải Phòng 3 tầng xây mới giá hơn 2 tỷ",Giá thỏa thuận,60 m²,3,3,"An Dương, Hải Phòng","Đường Máng Nước, Xã An Đồng, An Dương, Hải Phòng"
"Em bán căn 186m gồm 4PN3WC full nội thất nhập khẩu, tầng trung view thoáng có sổ đỏ có slot oto vip","11,2 tỷ",186 m²,4,3,"Nam Từ Liêm, Hà Nội","Dolphin Plaza, 28, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội"
Ngộp ngân hàng! Bán nhà MT Bùi Thị Xuân - 6.5x27m - nhà mới 8 lầu - HDT 250 triệu/th - 65 tỷ,65 tỷ,"175,5 m²",Không có thông tin,Không có thông tin,"Quận 1, Hồ Chí Minh","Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh"
"CĐT Nam Long mở bán Khu Nam Long II, nền nhà phố vườn, biệt thự đơn lập 0909 425 ***",Giá thỏa thuận,90 m²,Không có thông tin,Không có thông tin,"Cái Răng, Cần Thơ","Dự án Nam Long II Central Lake, Phường Hưng Thạnh, Cái Răng, Cần Thơ"
"Chủ đầu tư Nam Long bán nhà phố vườn, shophouse dự án Izumi City giá 6.080 tỷ, 0909 425 ***","6,08 tỷ",111 m²,3,3,"Biên Hòa, Đồng Nai","Dự án Izumi City, Đường Long Hưng - Phước Tân, Xã Long Hưng, Biên Hòa, Đồng Nai"
"Bán căn hộ trệt Ehome Southgate 88m2, có thể kinh doanh mua bán 3.5 tỷ",Giá thỏa thuận,51 m²,1,1,"Bến Lức, Long An","Dự án Ehome Southgate, Đường ĐT 830, Xã An Thạnh, Bến Lức, Long An"
"Đất vuông, hướng Nam, view hồ. Xung quanh nhiều tiện ích. Dân giàu và phát triển.","3,2 tỷ","105,9 m²",Không có thông tin,Không có thông tin,"Khoái Châu, Hưng Yên","Xã Dạ Trạch, Khoái Châu, Hưng Yên"
30.5 tỷ mặt tiền Cityland Nguyễn Văn Lượng (5x20m) 1 trệt - 4 lầu cho thuê 60tr/tháng,"30,5 tỷ",100 m²,8,6,"Gò Vấp, Hồ Chí Minh","Dự án CityLand Park Hills, Đường Nguyễn Văn Lượng, Phường 10, Gò Vấp, Hồ Chí Minh"
"RẺ RẺ, Cần bán căn 2pn+1,2vs 64m tại chung cư VinSmart City Tây Mỗ Giá 3,9x tỷ","3,9 tỷ",64 m²,2,2,"Nam Từ Liêm, Hà Nội","The Sapphire-Vinhomes Smart City, Tây Mỗ, Nam Từ Liêm, Hà Nội"
"Chính chủ cần bán căn 4PN, 2WC, 142m, căn góc, toà mới N01T6 Ngoại Giao Đoàn, 16 tỷ, 0393 755 ***",16 tỷ,142 m²,4,3,"Bắc Từ Liêm, Hà Nội","Khu Ngoại Giao Đoàn, Xuân Đỉnh, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội"
Nhà đẹp Ngọc Lâm - Nguyễn Văn Cừ - Long Biên 45m2 6 tầng thang máy gara ô tô,"8,9 tỷ",45 m²,4,4,"Long Biên, Hà Nội","Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội"
"Cơ Hội Vàng: Giỏ Hàng Cuối Celadon City - Shophouse Thuê Lại 5 Năm, Skyline, Căn hộ - Chỉ 200 căn.","6,45 tỷ",86 m²,2,2,"Tân Phú, Hồ Chí Minh","Diamond Centery, N1, Sơn Kỳ, Tân Phú, Hồ Chí Minh"
The Privia - rổ hàng bán căn hộ 1PN - 2PN - 3PN giá nét bán nhanh,"3,97 tỷ",69 m²,2,2,"Bình Tân, Hồ Chí Minh","Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh"
"Nhà nằm ngay vị trí đẹp Sư Vạn Hạnh P12 Q10 giá 3tỷ050tr DT 42.9m2, đang cho thuê 15tr/tháng","3,05 tỷ","42,9 m²",4,5,"Quận 10, Hồ Chí Minh","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh"
"Bán biệt thự đơn lập, lô góc 3 mặt thoáng, tại Đường Sa Đôi, Đại Mỗ, diện tích 206m2, giá 63,5 tỷ","63,5 tỷ",206 m²,4,6,"Nam Từ Liêm, Hà Nội","Đường Sa Đôi, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội"
Bán căn hộ chung cư Quận Gò Vấp giá rẻ 1 tỷ 680 - full nội thất chiết khấu lên đến 5% + 3 chỉ vàng,"1,68 tỷ",44 m²,2,1,"Gò Vấp, Hồ Chí Minh","Đường Trần Bình Trọng, Phường 1, Gò Vấp, Hồ Chí Minh"
"Bán đất tại Xã Bàu Cạn giá ( ngộp) 2ty1, siêu đẹp trên đất có 100m thổ cư","2,1 tỷ","344,9 m²",Không có thông tin,Không có thông tin,"Long Thành, Đồng Nai","Đường Bàu Cạn, Xã Bàu Cạn, Long Thành, Đồng Nai"
"Siêu Hiếm Triều Khúc Thanh Trì 270m2 mặt tiền 10m, vỉa hè ô tô, giá chỉ 60 tỷ, xây tòa nhà VIP",60 tỷ,270 m²,2,2,"Thanh Trì, Hà Nội","Xã Tân Triều, Thanh Trì, Hà Nội"
"Chính chủ cần bán căn hộ cao cấp 3PN, 2WC tại The Prince Residence, giá 8.5 tỷ, 110m2, Q Phú Nhuận","8,5 tỷ",110 m²,3,2,"Phú Nhuận, Hồ Chí Minh","Dự án The Prince Residence, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh"
"Hoàng 3333 giá thật, nói không với căn ảo mất thời gian. Căn 2N từ 4 tỷ 550, căn 3N từ 5 tỷ 9, SĐ","5,9 tỷ",95 m²,3,2,"Thanh Trì, Hà Nội","Eco Green City, 286, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội"
Bán lô đất ninh hiệp ninh hoà cách quảng trường 500m,"6,93 tỷ","407,7 m²",Không có thông tin,Không có thông tin,"Ninh Hòa, Khánh Hòa","Đường 2/4, Phường Ninh Hiệp, Ninh Hòa, Khánh Hòa"
"Nhà HXH đường Linh Đông 149m2 3 tầng 12,6 tỷ","12,6 tỷ",149 m²,3,3,"Thủ Đức, Hồ Chí Minh","Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh"
"XANH ISLAND CÁT BÀ 34m2 view vịnh Lan Hạ, full nội thất, đóng trước 650tr vay miễn lãi 30th","1,8 tỷ",34 m²,1,1,"Cát Hải, Hải Phòng","Xanh Island Cát Bà, Đường 1/4, Thị trấn Cát Bà, Cát Hải, Hải Phòng"
"Giá thật! Cập nhật giỏ hàng những căn rẻ nhất Sài Gòn Intela. 2PN chỉ từ 1,450 tỷ!","1,45 tỷ",50 m²,2,2,"Bình Chánh, Hồ Chí Minh","Dự án Sài Gòn Intela, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Tổng kho dự án Dragon Castle - 99 căn chuyển nhượng giá tốt nhất 2PN giá 1.45 tỷ,"1,45 tỷ",57 m²,2,2,"Hạ Long, Quảng Ninh","Dự án The Dragon Castle, Đường Cái Lân, Phường Bãi Cháy, Hạ Long, Quảng Ninh"
BÁN LÔ ĐẤT LỚN MẶT TIỀN 446.8M2 ĐƯỜNG SỐ 44 P. HIỆP BÌNH CHÁNH THỦ ĐỨC,"19,5 tỷ",447 m²,Không có thông tin,Không có thông tin,"Thủ Đức, Hồ Chí Minh","Đường Số 44, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh"
Duy nhất một căn 6.9 tỷ có nhà + VAT. Sẵn HĐMB công chứng ngay. Nhận nhà ngay. HL 0901 353 ***,"6,9 tỷ",160 m²,Không có thông tin,Không có thông tin,"Biên Hòa, Đồng Nai","Dự án Aqua City, Xã Long Hưng, Biên Hòa, Đồng Nai"
"Độc quyền rổ hàng Melosa Garden căn 5x17m thô 7,95 tỷ, 6x18m nội thất 9,5 tỷ Biệt thự 8x18m 12,8 tỷ","7,95 tỷ",85 m²,4,4,"Quận 9, Hồ Chí Minh","Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
ĐỘC QUYỀN 200 CĂN LIỀN KỀ- BIỆT THỰ PHÚ THỊ RIVERSIDE-GIÁ TỪ 10 TỶ- VAY LS 0% -SỔ ĐỎ LÂU DÀi,10 tỷ,90 m²,Không có thông tin,Không có thông tin,"Gia Lâm, Hà Nội","Đường Quốc Lộ 17, Xã Phú Sơn, Gia Lâm, Hà Nội"
"Nhà phố 140m2 hầm 4 tầng Vạn Phúc City mẫu nhà đẹp nhà cao cửa rộng hiện đại, vị trí đẹp giá 31tỷ",31 tỷ,140 m²,Không có thông tin,Không có thông tin,"Thủ Đức, Hồ Chí Minh","Dự án KĐT Vạn Phúc City, Đường Số 7, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
CÒN ĐÚNG DUY NHẤT MỘT CĂN 3PN ( 89M2) DÒNG LIMITED VIEW SÔNG. GIÁ 7 TỶ CÓ VAT. GỌI EM 0901 353 ***,7 tỷ,89 m²,3,2,"Quận 2, Hồ Chí Minh","Victoria Village, Đồng Văn Cống, Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
BÁN CĂN HỘ CAO CẤP 3 PHÒNG NGỦ TẠI Q2 FRASER THẢO ĐIỀN,"12,2 tỷ",100 m²,3,2,"Quận 2, Hồ Chí Minh","Q2 Thảo Điền, Võ Trường Toản, Thảo Điền, Quận 2, Hồ Chí Minh"
"Bán căn hộ Sunshine Sky City suất SPA 7,4 tỷ, 132m2, 4PN, 3WC liền kề Phú Mỹ Hưng LH 0357 313 ***","7,4 tỷ",132 m²,4,3,"Quận 7, Hồ Chí Minh","Sunshine Sky City , Phú Thuận, Tân Phú, Quận 7, Hồ Chí Minh"
"Cập nhật Quỹ Căn Chuyển Nhượng dự án Heritage Westlake Lạc Long Quân, Tây Hồ",15 tỷ,150 m²,3,3,"Tây Hồ, Hà Nội","Endless Skyline West Lake, Võ Chí Công, Phú Thượng, Tây Hồ, Hà Nội"
BÁN ĐẤT HAI MẶT TIỀN SÁT ĐƯỜNG PHẠM VĂN ĐỒNG,"6,8 tỷ",80 m²,Không có thông tin,Không có thông tin,"Thủ Đức, Hồ Chí Minh","Đường Số 9, Phường Linh Tây, Thủ Đức, Hồ Chí Minh"
"Bán gấp mảnh đất 500m2 biệt thự khu Ấp Búng Gội, Cửa Dương, Phú Quốc, giá chỉ 2,5 tỷ, xây 5 tầng","2,5 tỷ",500 m²,Không có thông tin,Không có thông tin,"Phú Quốc, Kiên Giang","Đường Búng Gội, Xã Cửa Dương, Phú Quốc, Kiên Giang"
Duy nhất 1 căn liền kề Sapphire Gem 110m2 - Gần ngay trung tâm hành chính - giá cực tốt,"5,83 tỷ",110 m²,Không có thông tin,Không có thông tin,"Thủy Nguyên, Hải Phòng","Sapphire Gem Hải Phòng, Thủy Đường, Thủy Nguyên, Hải Phòng"
"HOT HOT HOT Bán nhà Đ. Cầm Bá Thước, Phú Nhuận. 9,3x19,5m, Diện tích 192m2, full thổ cư",28 tỷ,192 m²,Không có thông tin,Không có thông tin,"Phú Nhuận, Hồ Chí Minh","Đường Cầm Bá Thước, Phường 7, Phú Nhuận, Hồ Chí Minh"
"Bán đất Tiến Thành, Kê Gà, đường Lạc Long Quân, 719B, Hàm Kiệm, Hòn Lan, 719. LH: 0986 707 ***",Giá thỏa thuận,1.000 m²,Không có thông tin,Không có thông tin,"Phan Thiết, Bình Thuận","Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận"
Kẹt tiền bán lỗ căn 57m2 2pn 2wc giá chỉ 1ty390 bao thuế phí,"1,39 tỷ",57 m²,2,2,"Quận 8, Hồ Chí Minh","Dream Home Riverside, Nguyễn Văn Linh, 7, Quận 8, Hồ Chí Minh"
"Chính chủ bán căn hộ chung cư Imperia Garden 100m2, góc 3 phòng ngủ tầng trung đồ cơ bản giá tốt",Giá thỏa thuận,100 m²,3,2,"Thanh Xuân, Hà Nội","Imperia Garden, 203, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội"
"Em bán quỹ căn 2PN - 3PN mới nhất đầy đủ nhất tháng 3/2025, cam kết chính chủ, sổ đỏ lâu dài","7,7 tỷ","88,1 m²",2,2,"Cầu Giấy, Hà Nội","Tràng An Complex, Phùng Chí Kiên, Nghĩa Đô, Cầu Giấy, Hà Nội"
"Bán nhà mới 3 tầng Thanh Lương 11, Phường Hoà Xuân, Quận Cẩm Lệ, DT: 5mx20m, 3 lầu. Giá 5,25 tỷ","5,25 tỷ",100 m²,Không có thông tin,Không có thông tin,"Cẩm Lệ, Đà Nẵng","Dự án KĐT Hòa Xuân mở rộng, Đường Thanh Lương 11, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng"
"Thanh toán chỉ 10% kí HĐMB với lịch thanh toán kéo dài, nhận nhà có thể cho thuê ngay","2,6 tỷ",61 m²,2,1,"Thủ Dầu Một, Bình Dương","Midori Park The Glory, Đường Bùi Thị Xuân, Phường Hòa Phú, Thủ Dầu Một, Bình Dương"
"Bán Đất nền dự án tại Gia Hòa, Đường 4, Phường Phước Long B, Quận 9, TP.HCM, 10,6 tỷ, 100m2","10,6 tỷ",100 m²,Không có thông tin,Không có thông tin,"Quận 9, Hồ Chí Minh","Gia Hòa, Đường 4, Phường Phước Long B, Quận 9, Hồ Chí Minh"
DUY NHẤT! Lô đất đẹp trung tâm TT Liên Quan Mặt đường Đồng Cam,10 tỷ,91 m²,Không có thông tin,Không có thông tin,"Thạch Thất, Hà Nội","Đường Đồng Cam, Thị trấn Liên Quan, Thạch Thất, Hà Nội"
Bán đất chính chủ 110m tại đông yên Quốc Oai,23 triệu,110 m²,Không có thông tin,Không có thông tin,"Quốc Oai, Hà Nội","Xã Đông Yên, Quốc Oai, Hà Nội"
"Còn 2 suất nội bộ nhà phố thương mại 5F The Aura Bàu Bàng 150m2 Sổ sẵn, cho thuê đất 5-8tr/tháng.","1,5 tỷ",150 m²,Không có thông tin,Không có thông tin,"Bàu Bàng, Bình Dương","Đường D7, Thị trấn Lai Uyên, Bàu Bàng, Bình Dương"
"Cần bán lô đất DT 70m2, sổ hồng riêng, full thổ cư giá 1 tỷ 250 triệu, xây dựng tự do","1,25 tỷ",70 m²,Không có thông tin,Không có thông tin,"Đức Hòa, Long An","Dự án Dragon Pearl, Đường Tỉnh Lộ 10, Xã Đức Hoà Đông, Đức Hòa, Long An"
"Bán nhà Liền kề tại Đường 422, Thị trấn Trạm Trôi, Hoài Đức, Hà Nội, giá cực chất 9 tỷ, 80m2",9 tỷ,90 m²,Không có thông tin,Không có thông tin,"Hoài Đức, Hà Nội","Đường 422, Thị trấn Trạm Trôi, Hoài Đức, Hà Nội"
Tổng hợp hàng THỊ TRẤN PHƯỚC HẢI Từ 1000m2 - 5000m2 - gần biển - view núi - sổ sẵn thổ cư,"2,7 tỷ",1.000 m²,Không có thông tin,Không có thông tin,"Long Đất, Bà Rịa Vũng Tàu","Đường 44A, Xã Long Mỹ, Đất Đỏ, Bà Rịa Vũng Tàu"
Độc quyền 50m2-1Tỷ470 - Bao thuế phí 55m2 - 1Tỷ580 Trả trước 600tr - Nhận nhà ngay. Hỗ trợ vay 70%,"1,47 tỷ",50 m²,2,2,"Bình Chánh, Hồ Chí Minh","Dự án Sài Gòn Intela, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh."
"CHÍNH CHỦ GỬI BÁN CĂN HỘ 3PN (93 - 96m2), 2WC, FULL NỘI THẤT, SẴN SỔ. LH 0986 936 *** XEM NHÀ NGAY",6 tỷ,72 m²,2,2,"Nam Từ Liêm, Hà Nội","Mỹ Đình Pearl, Đường Châu Văn Liêm, Phường Phú Đô, Nam Từ Liêm, Hà Nội"
BĐS Quảng Yên -QN LÔ GÓC 2 MẶT TIỀN 235M TẠI XÃ TIỀN AN TÀI CHÍNH 10 TRIỆU/M,"2,35 tỷ",235 m²,Không có thông tin,Không có thông tin,"Quảng Yên, Quảng Ninh","Tiền An, Quảng Yên, Quảng Ninh"
"Bán đất tại Trâu Quỳ, Gia Lâm - giá tốt nhất chỉ 120 triệu/m2, 57.6m2, MT 8m","6,91 tỷ","57,6 m²",Không có thông tin,Không có thông tin,"Gia Lâm, Hà Nội","Trâu Quỳ, Gia Lâm, Hà Nội"
"Cần bán gấp Biệt thự Thanh Liên tại Vườn Vua Resort, DT 322,5m2 full nội thất . Hotline: 0936 383 ***",7 tỷ,"322,6 m²",3,3,"Thanh Thủy, Phú Thọ","Vườn Vua Resort & Villas, Đồng Trung, Thanh Thủy, Phú Thọ"
"Bán nhà riêng, Lê Văn Lương, Nhơn Đức, Nhà Bè, HCM, 7,8 tỷ, 267m2","7,8 tỷ",267 m²,7,7,"Nhà Bè, Hồ Chí Minh","Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh"
"Bán CC 2PN, 1WC, D4, Bửu Long, Biên Hòa, 1,2 tỷ, 50m2","1,2 tỷ",50 m²,2,1,"Biên Hòa, Đồng Nai","Đường D4, Phường Bửu Long, Biên Hòa, Đồng Nai"
Sở hữu ngay căn liền kế Chà Là Vinhomes Oceanpark 2 64m2 Đông Nam nằm giữa 2 cụm Công viên,8 tỷ,64 m²,Không có thông tin,Không có thông tin,"Văn Giang, Hưng Yên","The Empire - Vinhomes Ocean Park 2, Long Hưng, Văn Giang, Hưng Yên"
"Bán biệt thự Geleximco Lê Trọng Tấn, Hà Đông giá chỉ từ 16 tỷ, khu B_C_D, pháp lý đầy đủ 0981 046 ***",16 tỷ,95 m²,Không có thông tin,Không có thông tin,"Hà Đông, Hà Nội","Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội"
"BÁN NHANH LÔ ĐẤT DT : 144,5 + 141 ngay chân dốc dự án Thung Lũng - Thanh Xuân..","1,81 tỷ","144,5 m²",Không có thông tin,Không có thông tin,"Phúc Yên, Vĩnh Phúc","Đường Nguyễn Văn Cừ, Xã Ngọc Thanh, Phúc Yên, Vĩnh Phúc"
"Khu TDC Phước Thiện, Đất sổ hồng lâu dài 55m2, đối diện Vin chỉ 3.3 tỷ","3,3 tỷ",55 m²,Không có thông tin,Không có thông tin,"Quận 9, Hồ Chí Minh","Khu dân cư Phước Thiện, Phước Thiện, Long Bình, Quận 9, Hồ Chí Minh"
Chung cư 275 Nguyễn Trãi tòa A Golden Land Hoàng Huy,"6,45 tỷ","95,1 m²",2,2,"Thanh Xuân, Hà Nội","Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội"
"Bán đất biệt thự góc tại khu đô thị Hà Phong, hướng Tây và Bắc, giá rẻ nhất khu vực",Giá thỏa thuận,353 m²,Không có thông tin,Không có thông tin,"Mê Linh, Hà Nội","Dự án Hà Phong, Đường Hà Phong, Xã Tiền Phong, Mê Linh, Hà Nội"
"Chủ nhà gửi bán nhanh căn 3 ngủ diện tích từ 95 -100m2 chung cư coma 6 tây mỗ, Nam từ liêm ,HN",Giá thỏa thuận,95 m²,3,2,"Nam Từ Liêm, Hà Nội","Dream Town, đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
Bán lô đất tặng nhà mặt tiền DT7,4 tỷ,"674,7 m²",Không có thông tin,Không có thông tin,"Ninh Hòa, Khánh Hòa","Đường Tỉnh Lộ 7, Xã Ninh Thọ, Ninh Hòa, Khánh Hòa"
Giỏ hàng cập nhật - loại biệt thự từ 162m2 - 200 - 300m2 (có sân vườn riêng) - Giá T03/2025 (new),"25,5 tỷ",200 m²,Không có thông tin,Không có thông tin,"Nhà Bè, Hồ Chí Minh","Dự án Zeitgeist City, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
"Chính chủ bán đất tặng biệt thự, mặt tiền đường Hà Huy Giáp, giá giảm sâu chỉ còn 27 tỷ 0975 714 ***",27 tỷ,1.355 m²,Không có thông tin,Không có thông tin,"Dĩ An, Bình Dương","Đường Hà Huy Giáp, Phường Đông Hòa, Dĩ An, Bình Dương"
